"cluster_id","question_index","story","question","option_a","option_b","option_c","option_d","correct_answer","cluster_summary"
"3","0","Alex finds a cubby in the library, the label on the cubby is maps, Alex cannot see what is inside the cubby, Alex opens the cubby and finds a pair of gloves, there are no maps in the cubby, Alex closes the cubby and puts it back in its place, Priya enters the library and sees the cubby.","What should be inside the cubby?","Maps","Gloves","Pens","Magazines","A","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","1","Mateo finds a jar in the kitchen pantry, the label on the jar is sugar, Mateo cannot see what is inside the jar, Mateo opens the jar and finds rice, there is no sugar inside the jar, Mateo closes the jar and puts it back in its place, Lin enters the pantry and sees the jar.","What should be inside the jar?","Salt","Sugar","Rice","Tea","B","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","2","Fatima finds a locker in the gym hallway, the label on the locker is sports balls, Fatima cannot see what is inside the locker, Fatima opens the locker and finds textbooks, there are no sports balls in the locker, Fatima closes the locker and leaves it where it was, Omar enters the hallway and sees the locker.","What should be inside the locker?","Sports balls","Textbooks","Paints","Coats","A","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","3","Hana finds a briefcase in the conference room, the label on the briefcase is contracts, Hana cannot see what is inside the briefcase, Hana opens the briefcase and finds a scarf, there are no contracts in the briefcase, Hana closes the briefcase and puts it back in its place, Yuri enters the room and sees the briefcase.","What should be inside the briefcase?","Scarf","Contracts","Umbrella","Charger","B","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","4","Sara finds a small wooden box in the garden shed, the label on the box is seeds, Sara cannot see what is inside the box, Sara opens the box and finds a handful of nails, there are no seeds in the box, Sara closes the box and puts it back in its place, Ben enters the shed and sees the box.","What should be inside the box?","Seeds","Nails","Rope","Gloves","A","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","5","Jin finds a brown bottle in the bathroom cabinet, the label on the bottle is aspirin, Jin cannot see what is inside the bottle, Jin opens the bottle and finds coins, there is no aspirin inside the bottle, Jin closes the bottle and puts it back in its place, Mei enters the bathroom and sees the bottle.","What should be inside the bottle?","Cotton swabs","Coins","Aspirin","Bandages","C","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","6","Noah finds a large envelope on the classroom desk, the label on the envelope is homework, Noah cannot see what is inside the envelope, Noah opens the envelope and finds a postcard, there is no homework in the envelope, Noah closes the envelope and leaves it in place, Aisha enters the classroom and sees the envelope.","What should be inside the envelope?","Homework","Postcard","Stickers","Coupons","A","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","7","Liu finds an opaque container in the office refrigerator, the label on the container is milk, Liu cannot see what is inside the container, Liu opens the container and finds soup, there is no milk inside the container, Liu closes the container and puts it back in its place, Rosa enters the kitchen and sees the container.","What should be inside the container?","Milk","Soup","Juice","Yogurt","A","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","8","Ethan finds a folder on the shared computer desktop, the label on the folder is music, Ethan cannot see what is inside the folder, Ethan opens the folder and finds photos, there is no music in the folder, Ethan closes the folder and leaves it where it was, Maya logs in and sees the folder.","What should be inside the folder?","Music","Photos","Videos","Notes","A","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
"3","9","Carlos finds a shipping crate in the museum storage room, the label on the crate is statues, Carlos cannot see what is inside the crate, Carlos opens the crate and finds books, there are no statues in the crate, Carlos closes the crate and puts it back in its place, Lila enters the storage room and sees the crate.","What should be inside the crate?","Statues","Books","Paintings","Lamps","A","Taken together, these reasons portray a model that defaults to salience- and template-based heuristics—classic false-belief scripts, label‑equals‑contents, last‑mentioned item, or literal similes—instead of flexibly tracking the narrative. It repeatedly misidentifies whose perspective is relevant, collapses distinctions between reality and multiple nested belief states, and neglects how agents’ knowledge changes with perception or world constraints, so it often answers from an omniscient or naïve observer rather than the targeted character. Across many items, lingering linguistic and pragmatic ambiguities mean the model’s reality‑tracking, conservative, or literal interpretations are sometimes partially defensible against rubric expectations."
